dates,Interconnected Matrix,total_5.00 clays,total
13-Feb-1952,0.0008410575732982034,0.0006977097544579174,0.0015387673277561208
14-Feb-1952,0.0008405351030350345,0.0007024741468938142,0.0015430092499288486
15-Feb-1952,0.0008397267227050624,0.0007069947178393074,0.0015467214405443697
16-Feb-1952,0.0008386325379435035,0.0007112699979032471,0.0015499025358467506
17-Feb-1952,0.0008372527388612412,0.0007152985900138133,0.0015525513288750545
18-Feb-1952,0.0008355875999878324,0.0007190791698359028,0.0015546667698237353
19-Feb-1952,0.0008336374801910318,0.0007226104861673524,0.0015562479663583841
20-Feb-1952,0.000831402822569557,0.0007258913613129353,0.0015572941838824924
21-Feb-1952,0.0008288841543220921,0.0007289206914367394,0.0015578048457588315
22-Feb-1952,0.0008260820865918457,0.0007316974468927631,0.001557779533484609
23-Feb-1952,0.0008229973142838413,0.0007342206725328014,0.0015572179868166428
24-Feb-1952,0.0008196306158609842,0.0007364894879930983,0.0015561201038540825
25-Feb-1952,0.0008159828531111865,0.0007385030879576771,0.0015544859410688637
26-Feb-1952,0.000812054970894418,0.0007402607424005041,0.0015523157132949221
27-Feb-1952,0.0008078479968600869,0.0007417617968040529,0.0015496097936641398
28-Feb-1952,0.0008033630411454081,0.0007430056723567753,0.0015463687135021833
29-Feb-1952,0.0007986012960433087,0.0007439918661265299,0.0015425931621698386
01-Mar-1952,0.0007935640356524906,0.0007447199512131157,0.0015382839868656063
02-Mar-1952,0.0007882526154962977,0.0007451895768764935,0.0015334421923727912
03-Mar-1952,0.000782668472124879,0.0007454004686441356,0.0015280689407690146
04-Mar-1952,0.0007768131226860186,0.000745352428393995,0.0015221655510800135
05-Mar-1952,0.000770688164476947,0.0007450453344158802,0.0015157334988928272
06-Mar-1952,0.000764295274472989,0.0007444791414503789,0.0015087744159233678
07-Mar-1952,0.0007576362088263534,0.0007436538807034887,0.001501290089529842
08-Mar-1952,0.0007507128023507708,0.0007425696598407746,0.0014932824621915453
09-Mar-1952,0.0007435269679725698,0.0007412266629563324,0.0014847536309289021
10-Mar-1952,0.0007360806961692737,0.0007396251505217202,0.001475705846690994
11-Mar-1952,0.0007283760543741009,0.000737765459309336,0.001466141513683437
12-Mar-1952,0.000720415186369283,0.0007356480022961496,0.0014560631886654327
13-Mar-1952,0.0007122003116446281,0.0007332732685416845,0.0014454735801863127
14-Mar-1952,0.0007037337247462272,0.0007306418230465639,0.001434375547792791
15-Mar-1952,0.0006950177945908437,0.0007277543065856151,0.0014227721011764588
16-Mar-1952,0.0006860549637662975,0.000724611435520164,0.0014106663992864616
17-Mar-1952,0.0006768477478104842,0.0007212140015883748,0.0013980617493988589
18-Mar-1952,0.0006673987344595964,0.0007175628716707055,0.0013849616061303019
19-Mar-1952,0.0006577105828887625,0.000713658987536514,0.0013713695704252763
20-Mar-1952,0.000647786022916417,0.0007095033655646981,0.0013572893884811151
21-Mar-1952,0.000637627854203227,0.0007050970964460486,0.0013427249506492757
22-Mar-1952,0.0006272389454145144,0.000700441344859587,0.0013276802902741013
23-Mar-1952,0.0006166222333783676,0.0006955373491309815,0.0013121595825093492
24-Mar-1952,0.0006057807222070358,0.0006903864208649098,0.0012961671430719458
25-Mar-1952,0.0005947174824152868,0.0006849899445600167,0.0012797074269753034
26-Mar-1952,0.0005834356500018125,0.0006793493771978253,0.0012627850271996377
27-Mar-1952,0.0005719384255289048,0.000673466247814546,0.0012454046733434507
28-Mar-1952,0.0005602290731661658,0.0006673421570473773,0.001227571230213543
29-Mar-1952,0.0005483109197264796,0.0006609787766621604,0.00120928969638864
30-Mar-1952,0.0005361873536840731,0.0006543778490603489,0.001190565202744422
31-Mar-1952,0.0005238618241617944,0.0006475411867616237,0.001171403010923418
01-Apr-1952,0.000511338057326603,0.0006404707329497635,0.0011518087902763663
02-Apr-1952,0.0004986196205245813,0.0006331684499012147,0.0011317880704257962
03-Apr-1952,0.00048571013864162805,0.0006256363647449133,0.0011113465033865413
04-Apr-1952,0.00047261329301904765,0.000617876571052785,0.0010904898640718326
05-Apr-1952,0.0004593328203731189,0.0006098912288076887,0.0010692240491808076
06-Apr-1952,0.00044587251167719605,0.0006016825640280794,0.0010475550757052755
07-Apr-1952,0.0004322362110492048,0.0005932528682609879,0.0010254890793101926
08-Apr-1952,0.0004184278146014964,0.0005846044979947647,0.0010030323125962612
09-Apr-1952,0.00040445126929755193,0.0005757398740278885,0.0009801911433254405
10-Apr-1952,0.0003903105717725546,0.0005666614807956396,0.0009569720525681942
11-Apr-1952,0.0003760097671532729,0.0005573718656694802,0.000933381632822753
12-Apr-1952,0.0003615529478638226,0.0005478736382304337,0.0009094265860942563
13-Apr-1952,0.0003469442524027543,0.0005381694695143252,0.0008851137219170796
14-Apr-1952,0.0003321878641285611,0.0005282620912403785,0.0008604499553689396
15-Apr-1952,0.00031728801000805866,0.000518154295012717,0.0008354423050207756
16-Apr-1952,0.00030224895937597067,0.0005078489315077694,0.0008100978908837401
17-Apr-1952,0.00028707502265761637,0.0004973489096362462,0.0007844239322938626
18-Apr-1952,0.00027177055010395204,0.00048665719569248125,0.0007584277457964333
19-Apr-1952,0.0002563399304900541,0.0004757768124794286,0.0007321167429694827
20-Apr-1952,0.0002407875898272035,0.0004647108384223254,0.0007054984282495289
21-Apr-1952,0.00022511843532181506,0.000453462531758075,0.00067858096707989
